tag_id,image_id,p1_x,p_1y, p2_x, p2_y, p3_x, p3_y, p4_x, p4_y,general_class,sub_class,sunroof,luggage_carrier,open_cargo_area,enclosed_cab,spare_wheel,wrecked,flatbed,ladder,enclosed_box,soft_shell_box,harnessed_to_a_cart,ac_vents,color
12522,15318,70.91983032,1104.125732,60.99320984,1087.690918,102.0801697,1062.874268,112.0067902,1079.309082,small vehicle,hatchback,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,blue
18435,19660,801.2023315,1182.845581,813.5216064,1171.422974,844.7976685,1205.154419,832.4783936,1216.577026,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,silver/grey
27824,17591,1913.277763,520.963254,1932.341672,545.0734928,1941.873627,536.1022412,1923.370421,512.5527056,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,black
24230,11082,494.7686462,151.0319519,521.1015625,149.1510315,526.2313232,220.9680481,499.8984375,222.8489685,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
11934,13856,671.1322021,464.3317871,691.8594971,458.2539978,709.8677979,519.6682129,689.1405029,525.7459717,small vehicle,hatchback,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
13523,13038,701.8790894,298.6051636,698.2865601,279.7442627,763.1209106,267.3948364,766.7134399,286.2557373,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,red
26574,19660,1941.506592,1926.374878,1956.181396,1907.384033,2000.493408,1941.625122,1985.818604,1960.615967,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
13541,11213,211.7946777,362.8903198,228.1773682,342.1884766,286.2053223,388.1096802,269.8226318,408.8115234,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,silver/grey
19814,11418,764.1872559,589.9096069,771.399353,564.5137939,836.8127441,583.0903931,829.600647,608.4862061,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,black
30778,17699,432.2991333,182.1862488,444.1055603,180.0396271,457.7008667,254.8137512,445.8944397,256.9603882,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
20236,14662,545.9336548,408.0235291,568.8032227,400.7445984,593.0663452,476.9764709,570.1967773,484.2554321,small vehicle,pickup,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,blue
18309,13124,2674.266113,962.2999268,2685.89209,977.579834,2639.733887,1012.700073,2628.10791,997.420166,small vehicle,pickup,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,white
13930,19531,1961.506607,620.4703561,1959.623982,639.767262,2019.867981,637.884637,2020.338637,618.5877312,small vehicle,jeep,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,red
27143,17995,347.0797729,145.5691833,325.4802246,145.4294128,325.9202271,77.43082428,347.5197754,77.57060242,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,red
23795,13570,333.0385437,346.8925781,323.3791199,330.2993469,376.9614258,299.1074219,386.6208801,315.7006531,small vehicle,hatchback,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
16232,10493,1476.59668,951.3518677,1487.209229,932.5386963,1526.40332,954.6481323,1515.790771,973.4613037,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,black
35940,14492,342.3622437,327.9654846,360.2110901,320.8902588,385.6377563,385.0345154,367.7889099,392.1097412,small vehicle,jeep,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
13051,13124,3421.458496,414.2009277,3430.689941,433.7289124,3375.541504,459.7990723,3366.310059,440.2710876,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,yellow
29979,12070,1657.920654,755.0286255,1673.684326,744.067627,1709.079346,794.9713745,1693.315674,805.932373,small vehicle,sedan,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,black
12026,15641,563.0454712,488.943512,545.8724976,454.5975037,612.9545288,421.056488,630.1275024,455.4024963,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,blue
32266,14978,216.5571594,465.1026001,242.8083191,462.3032837,250.4428406,533.8973999,224.1916656,536.6967163,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,silver/grey
10346,13408,388.7384949,528.9277954,411.9026794,522.649292,431.2615051,594.0722046,408.0973206,600.350708,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,blue
18821,18606,294.6770325,1974.900146,304.2619019,1964.153442,342.3229675,1998.099854,332.7380981,2008.846558,small vehicle,minivan,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,silver/grey
39086,10322,577.4928589,476.1229858,581.4841309,450.0264282,665.5070801,462.8770142,661.5158691,488.9735718,small vehicle,pickup,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,white
25371,18531,844.7941991,175.5021048,871.4547485,175.5021048,871.4547485,246.4600093,845.0431468,246.2110617,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
35914,15873,373.240559,2426.316677,393.008121,2419.256833,410.8930582,2465.381144,392.0668086,2472.440988,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,silver/grey
37250,12299,112.0481186,129.502533,88.28195953,132.8446655,78.95188141,66.49746704,102.7180405,63.15534973,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
24026,14023,61.38728324,278.6705202,80.11560694,220.4046243,105.0867052,226.6473988,85.31791908,286.9942197,small vehicle,hatchback,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,silver/grey
26503,17988,49.38775253,361.2224731,37.74287415,332.2770691,103.6122437,305.7775269,115.2571182,334.7229309,small vehicle,hatchback,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,black
23704,14246,573.6516113,3.224848032,592.5089722,-0.386141062,601.3483887,45.7751503,582.4910278,49.38613892,small vehicle,minivan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,silver/grey
19490,10547,66.06211853,168.1507568,69.49349976,139.5559082,146.9378967,148.8492432,143.5065002,177.4440918,small vehicle,sedan,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,white
29903,18565,574.1703491,287.3042603,599.0432129,278.4556274,620.8296509,339.6957397,595.9567871,348.5443726,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,black
22848,17783,331.8163452,512.3858643,332.1903381,483.5882568,411.1836548,484.6141663,410.8096924,513.4117432,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
33459,19531,237.865799,1971.460938,252.3414917,1962.934814,272.1342163,1996.539063,257.6585083,2005.065186,small vehicle,jeep,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,white
12306,17266,267.5339888,1830.178713,280.4770354,1816.717945,316.199844,1862.277469,304.2922411,1872.114184,small vehicle,sedan,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,white
17825,13165,251.7043457,586.6356812,269.8973999,574.9921265,282.2956543,594.3643188,264.1026001,606.0079346,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
23718,16454,632.6585083,589.7851563,608.8358765,592.6975098,600.3414917,523.2148438,624.1641235,520.3024902,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,silver/grey
29538,12446,2892.105713,246.9912872,2900.778809,235.49617,2939.894287,265.008728,2931.221191,276.5038452,small vehicle,sedan,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,white
21523,16798,528.9978436,1560.235485,527.3157339,1570.328143,560.3972243,1582.102911,566.0042566,1569.76744,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
35878,18703,869.0532227,1555.73291,872.6402588,1541.786865,893.9467773,1547.26709,890.3597412,1561.213135,small vehicle,hatchback,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
24705,17890,760.9899902,467.4342651,782.3577881,464.2753601,792.0100098,529.5657349,770.6422119,532.7246704,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,silver/grey
35427,16141,325.2108765,-0.097012162,349.1520996,-1.775641799,352.7891235,50.09701157,328.8479004,51.7756424,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,silver/grey
21941,12193,2592.415574,976.2760433,2638.274367,992.1181719,2646.612329,975.4422471,2598.252148,956.2649336,small vehicle,hatchback,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,other
34290,15959,711.9255981,39.3327179,708.4091187,3.504875183,778.0744019,-3.332717896,781.5908813,32.49512482,small vehicle,hatchback,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,black
28781,19014,740.9911499,549.3982544,742.0810547,525.4229736,812.0088501,528.6017456,810.9189453,552.5770264,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,silver/grey
20882,16454,670.0568237,521.9448242,697.1990967,512.3146973,721.9431763,582.0551758,694.8009033,591.6853027,small vehicle,minivan,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,white
16326,14858,3107.656982,875.9244995,3117.737061,882.4353638,3106.343018,900.0755005,3096.262939,893.5646362,small vehicle,hatchback,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,blue
24613,14492,63.37799835,431.4668884,94.56489563,430.5629272,96.62200165,501.5331116,65.43509674,502.4370728,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,silver/grey
15257,17371,366.8183594,176.1255951,387.194397,163.4442444,424.1816406,222.8744049,403.805603,235.5557556,small vehicle,hatchback,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,silver/grey
22338,10098,613.5411377,332.5202942,617.8968506,311.3640137,686.4588623,325.4797058,682.1031494,346.6359863,small vehicle,sedan,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,silver/grey
39372,16648,542.7636108,389.8783569,571.5334473,391.1971741,568.2363892,463.1216431,539.4665527,461.8028259,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,silver/grey
29690,10493,2274.544189,2070.622559,2287.688965,2081.084717,2248.455811,2130.377441,2235.311035,2119.915283,small vehicle,jeep,1,0,0,0,1,0,-1,-1,-1,-1,-1,-1,silver/grey
31712,18606,397.6343905,659.4164034,415.288706,658.2774153,423.8311168,714.6573263,402.7598369,716.3658084,small vehicle,sedan,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,silver/grey
23680,12758,464.6726685,357.9332886,438.2944946,359.0063477,435.3273315,286.0666809,461.7055054,284.9936218,small vehicle,van,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,white
27475,19998,40.53791046,558.6622925,33.79691315,535.628418,89.46208954,519.3377075,96.20308685,542.371582,small vehicle,hatchback,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
28968,14971,309.0700378,87.47953033,332.7200012,83.39554596,342.9299622,142.5204773,319.2799988,146.6044617,small vehicle,hatchback,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,silver/grey
19328,19551,454.767334,120.0276642,453.3330688,93.66665649,521.232666,89.97232819,522.6669312,116.3333435,small vehicle,minivan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
14521,11135,722.1270142,556.8582153,720.93396,528.0829468,791.8730469,525.1417847,793.06604,553.9170532,small vehicle,hatchback,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,white
26935,11881,208.796524,410.3182068,244.3435669,404.6254578,256.2034912,478.6817932,220.6564331,484.3745728,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,green
28128,15037,837.020813,454.5279236,865.1418457,448.3110352,881.979187,524.4721069,853.8581543,530.6889648,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,red
13652,12170,1089.545776,1483.653931,1101.289063,1491.987793,1080.454224,1521.346069,1068.710938,1513.012207,small vehicle,hatchback,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,white
19881,11513,470.0036316,396.0341187,468.1906433,372.1026917,535.9963379,366.9658813,537.8093262,390.8973083,small vehicle,hatchback,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,blue
27425,15318,3760.571045,301.364502,3769.816895,274.0889893,3830.429199,294.635498,3821.183105,321.9110107,small vehicle,jeep,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,black
17279,10495,71.7077179,208.8946686,57.72178268,205.4663391,71.2922821,150.1053162,85.27822113,153.5336609,small vehicle,hatchback,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,other
33423,11550,841.9022217,337.0622253,844.3363037,310.7746582,900.0977783,315.9377747,897.6636963,342.2253418,small vehicle,hatchback,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,silver/grey
25853,12771,249.3408451,310.4155154,247.0238896,323.8538573,283.1683952,333.1216792,285.9487418,320.1467285,small vehicle,van,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,silver/grey
22146,18084,576.4395142,85.41690063,602.7200928,82.9087677,609.5604858,154.5830994,583.2799072,157.0912323,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,silver/grey
28074,12170,893.6087228,1321.84674,861.9106839,1363.881096,878.4487912,1376.973764,910.8359178,1332.872145,small vehicle,hatchback,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,white
25398,15228,343.0340576,282.7086182,364.9134827,267.9353027,402.9659424,324.2913818,381.0865173,339.0646973,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,other
19725,12446,1694.899292,1085.733276,1709.469971,1094.096069,1680.100708,1145.266724,1665.530029,1136.903931,small vehicle,hatchback,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
21490,18044,801.0546735,241.7336884,814.3614241,257.7135088,777.5811743,308.4686085,764.2744751,292.4888046,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
35413,13748,427.090771,946.6932805,426.4739974,962.1126193,456.0791278,963.3461664,457.3126749,946.076507,small vehicle,hatchback,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
19785,18002,413.1029968,482.350708,420.5946655,459.5499573,490.8970337,482.649292,483.4053345,505.4500427,small vehicle,jeep,1,0,0,0,1,0,-1,-1,-1,-1,-1,-1,silver/grey
18561,15006,477.0848389,89.19536591,495.6262512,50.17670059,576.9151611,88.80463409,558.3737183,127.8233032,small vehicle,hatchback,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,black
33329,13235,154.3220825,34.19368362,166.1155243,31.97678947,178.6779175,98.80632019,166.8844757,101.0232162,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,black
24942,13419,439.2109985,153.4527893,437.8624878,124.6843872,504.7890015,121.5472031,506.1375122,150.3156128,small vehicle,hatchback,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,black
32244,18204,309.0006714,183.7796783,316.9194946,161.1237335,382.9993286,184.2203217,375.0805054,206.8762817,small vehicle,sedan,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,silver/grey
18258,16364,862.9060059,208.068573,840.5211182,199.4130859,870.0939941,122.9314346,892.4788818,131.5869141,small vehicle,sedan,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,silver/grey
17000,11139,600.0040283,112.6136169,592.0297241,89.97714233,658.9959717,66.38638306,666.9702759,89.02285767,small vehicle,sedan,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
21863,18875,3047.193115,2319.428955,3052.781738,2298.564453,3108.806885,2313.571045,3103.218262,2334.435547,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,other
13985,11216,676.2213745,408.7253723,652.2258911,408.259552,653.7786255,328.2746277,677.7741089,328.740448,small vehicle,jeep,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,black
23261,15476,357.6150208,186.4950256,386.4150391,186.5049744,386.3849792,273.5049744,357.5849609,273.4950256,small vehicle,sedan,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
30594,14358,509.145813,209.5815277,526.8450317,221.9628906,483.854187,283.418457,466.1549683,271.0371094,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,silver/grey
25542,14713,518.7713623,257.0448608,534.0448608,241.7713623,572.2286377,279.9551392,556.9551392,295.2286377,small vehicle,hatchback,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,silver/grey
17350,12261,558.0314941,10.45948601,586.6719971,-1.916386604,598.9685059,26.54051208,570.3280029,38.91638565,small vehicle,hatchback,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,black
30788,19165,751.088623,80.32038879,721.0831909,71.76987457,741.911377,-1.320388794,771.9168091,7.230125427,small vehicle,van,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,white
21617,14494,456.4927063,276.3843994,455.5401306,247.6001434,515.5073242,245.6156158,516.4598389,274.3998413,small vehicle,hatchback,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,silver/grey
33128,12392,812.102478,571.8284912,794.6141357,579.7529297,764.897522,514.1715088,782.3859253,506.2470703,small vehicle,jeep,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,black
37115,17266,3540.637207,971.5153809,3553.123779,982.7549438,3526.362793,1012.484619,3513.876221,1001.245056,small vehicle,hatchback,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,white
34933,10780,145.6176373,1385.34963,161.4192737,1405.738839,167.5360362,1397.583155,153.7733206,1381.271789,small vehicle,pickup,0,0,1,0,0,1,-1,-1,-1,-1,-1,-1,silver/grey
34570,15959,769.1530151,179.1864014,739.3811646,188.5178833,717.8469849,119.8135986,747.6188354,110.4821167,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,black
35490,19140,37.26773834,474.8930054,9.876029968,455.43396,52.73225784,395.1069946,80.1239624,414.56604,small vehicle,jeep,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,silver/grey
30770,19119,108.3629913,449.0291748,89.24139404,450.7625732,84.63700867,399.9708557,103.7585983,398.2374268,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,silver/grey
13220,12446,1192.385254,1207.533936,1187.382324,1186.521362,1250.614746,1171.466064,1255.617676,1192.478638,small vehicle,van,0,1,0,0,0,0,-1,-1,-1,-1,-1,0,white
27739,17791,360.4577942,498.0863647,381.5515137,493.4371643,395.5422058,556.9136353,374.4484863,561.5628052,small vehicle,hatchback,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,silver/grey
38970,15476,683.140686,-5.893616676,711.9291382,-5.07703352,709.859314,67.89361572,681.0708618,67.077034,small vehicle,minivan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,silver/grey
23227,12771,1131.389163,925.4343893,1126.755252,958.7985483,1140.656985,960.6521127,1144.364114,928.2147358,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
38581,11750,258.5418396,437.829834,220.1433105,438.1671448,219.4581757,360.170166,257.8566895,359.8328552,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,black
29909,16084,550.4592285,241.1938782,587.9023438,232.6749878,604.5407715,305.8061218,567.0976563,314.3250122,small vehicle,jeep,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,black
22565,11984,1772.05603,1565.873657,1785.627808,1579.454834,1767.94397,1597.126343,1754.372192,1583.545166,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,yellow
13654,15318,3904.000488,1256.391479,3900.195068,1240.028198,3944.999512,1229.608521,3948.804932,1245.971802,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,white
30982,11319,16.91633415,384.41745,39.82455444,371.2959595,80.08366394,441.58255,57.17544174,454.7040405,small vehicle,sedan,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,silver/grey
